year,Country,NUM_OF_VISITORS
2014,United States,0
2014,United States,0
2014,Overseas,0
2014,Canada,7000
2014,Canada,2100
2014,Canada,9700
2014,Canada,3300
2014,United States,300
2014,United States,200
2014,United States,200
2014,United States,100
2014,United States,400
2014,United States,100
2014,United States,200
2014,United States,100
2014,United States,100
2014,Overseas,500
2014,Overseas,300
2014,Overseas,400
2014,Overseas,700
2014,Canada,47300
2014,Canada,500
2014,Canada,3300
2014,Canada,100
2014,United States,200
2014,United States,500
2014,United States,100
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,Overseas,0
2014,Canada,11100
2014,Canada,2500
2014,Canada,11800
2014,Canada,4500
2014,United States,300
2014,United States,200
2014,United States,200
2014,United States,100
2014,United States,400
2014,United States,0
2014,United States,200
2014,United States,200
2014,United States,200
2014,Overseas,500
2014,Overseas,200
2014,Overseas,700
2014,Overseas,600
2014,Canada,58400
2014,Canada,700
2014,Canada,3600
2014,Canada,200
2014,United States,300
2014,United States,500
2014,United States,100
2014,United States,100
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,Overseas,0
2014,Canada,7400
2014,Canada,3700
2014,Canada,13500
2014,Canada,4400
2014,United States,300
2014,United States,400
2014,United States,200
2014,United States,100
2014,United States,600
2014,United States,100
2014,United States,200
2014,United States,200
2014,United States,400
2014,Overseas,500
2014,Overseas,400
2014,Overseas,800
2014,Overseas,800
2014,Canada,67000
2014,Canada,1300
2014,Canada,8100
2014,Canada,400
2014,United States,500
2014,United States,1200
2014,United States,300
2014,United States,100
2014,United States,100
2014,United States,200
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2014,Overseas,0
2014,Canada,9000
2014,Canada,2700
2014,Canada,19000
2014,Canada,8700
2014,United States,600
2014,United States,900
2014,United States,500
2014,United States,200
2014,United States,1100
2014,United States,100
2014,United States,400
2014,United States,300
2014,United States,300
2014,Overseas,800
2014,Overseas,200
2014,Overseas,1000
2014,Overseas,1400
2014,Canada,77900
2014,Canada,2500
2014,Canada,11900
2014,Canada,1100
2014,United States,1000
2014,United States,2100
2014,United States,800
2014,United States,200
2014,United States,100
2014,United States,700
2014,United States,0
2014,United States,100
2014,United States,100
2014,United States,100
2014,Canada,7600
2014,Canada,5600
2014,Canada,20400
2014,Canada,10700
2014,United States,900
2014,United States,1200
2014,United States,900
2014,United States,300
2014,United States,2200
2014,United States,400
2014,United States,1100
2014,United States,300
2014,United States,1000
2014,Overseas,1900
2014,Overseas,900
2014,Overseas,1700
2014,Overseas,2700
2014,Canada,77900
2014,Canada,4700
2014,Canada,19700
2014,Canada,2300
2014,United States,1500
2014,United States,4000
2014,United States,2100
2014,United States,1300
2014,United States,300
2014,United States,1900
2014,United States,200
2014,United States,300
2014,United States,300
2014,United States,400
2014,Overseas,300
2014,Canada,8300
2014,Canada,3900
2014,Canada,28500
2014,Canada,21400
2014,United States,1400
2014,United States,2200
2014,United States,1400
2014,United States,700
2014,United States,3400
2014,United States,400
2014,United States,1100
2014,United States,500
2014,United States,1800
2014,Overseas,3200
2014,Overseas,2400
2014,Overseas,2200
2014,Canada,116300
2014,Canada,15100
2014,Canada,64000
2014,Canada,5600
2014,United States,2700
2014,United States,10100
2014,United States,4500
2014,United States,2300
2014,United States,700
2014,United States,4100
2014,United States,300
2014,United States,700
2014,United States,900
2014,United States,900
2014,Overseas,400
2014,Canada,7700
2014,Canada,4300
2014,Canada,34500
2014,Canada,29900
2014,United States,1300
2014,United States,2100
2014,United States,1800
2014,United States,900
2014,United States,3200
2014,United States,500
2014,United States,1400
2014,United States,900
2014,United States,2200
2014,Overseas,4100
2014,Overseas,2200
2014,Overseas,3600
2014,Overseas,4900
2014,Canada,124000
2014,Canada,15000
2014,Canada,73800
2014,Canada,5700
2014,United States,3000
2014,United States,11800
2014,United States,5500
2014,United States,1500
2014,United States,400
2014,United States,3600
2014,United States,300
2014,United States,700
2014,United States,700
2014,United States,800
2014,Overseas,400
2014,Canada,8200
2014,Canada,2800
2014,Canada,22500
2014,Canada,16900
2014,United States,800
2014,United States,1800
2014,United States,1100
2014,United States,600
2014,United States,3000
2014,United States,300
2014,United States,1100
2014,United States,900
2014,United States,1600
2014,Overseas,3600
2014,Overseas,1200
2014,Overseas,2100
2014,Overseas,3100
2014,Canada,72000
2014,Canada,3900
2014,Canada,21100
2014,Canada,3900
2014,United States,1500
2014,United States,4900
2014,United States,2600
2014,United States,2200
2014,United States,500
2014,United States,2100
2014,United States,300
2014,United States,400
2014,United States,700
2014,United States,800
2014,Overseas,400
2014,Canada,9900
2014,Canada,4500
2014,Canada,20700
2014,Canada,17100
2014,United States,800
2014,United States,900
2014,United States,900
2014,United States,1000
2014,United States,1200
2014,United States,300
2014,United States,600
2014,United States,500
2014,United States,1400
2014,Overseas,2300
2014,Overseas,1700
2014,Overseas,1900
2014,Overseas,3200
2014,Canada,75900
2014,Canada,2400
2014,Canada,12500
2014,Canada,1500
2014,United States,1000
2014,United States,2700
2014,United States,1100
2014,United States,1000
2014,United States,200
2014,United States,700
2014,United States,100
2014,United States,100
2014,United States,300
2014,United States,300
2014,Overseas,200
2014,Canada,9600
2014,Canada,3300
2014,Canada,13500
2014,Canada,5700
2014,United States,500
2014,United States,900
2014,United States,300
2014,United States,300
2014,United States,900
2014,United States,200
2014,United States,300
2014,United States,200
2014,United States,300
2014,Overseas,800
2014,Overseas,200
2014,Overseas,1400
2014,Overseas,2100
2014,Canada,64500
2014,Canada,1000
2014,Canada,6300
2014,Canada,400
2014,United States,400
2014,United States,900
2014,United States,300
2014,United States,100
2015,Overseas,400
2014,United States,0
2014,United States,200
2014,United States,0
2014,United States,0
2014,United States,100
2014,United States,0
2014,Overseas,0
2014,Canada,7600
2014,Canada,2800
2014,Canada,14300
2014,Canada,7200
2014,United States,500
2014,United States,500
2014,United States,300
2014,United States,200
2014,United States,700
2014,United States,100
2014,United States,300
2014,United States,200
2014,United States,400
2014,Overseas,700
2014,Overseas,200
2014,Overseas,700
2014,Overseas,1400
2014,Canada,64700
2014,Canada,1000
2014,Canada,5600
2014,Canada,400
2014,United States,300
2014,United States,600
2014,United States,200
2014,United States,100
2014,United States,0
2014,United States,100
2014,United States,0
2014,United States,0
2014,United States,0
2014,United States,0
2015,Canada,8000
2015,Canada,3000
2015,Canada,13000
2015,Canada,7900
2015,United States,400
2015,United States,400
2015,United States,200
2015,United States,100
2015,United States,700
2015,United States,100
2015,United States,300
2015,United States,100
2015,United States,300
2015,Overseas,900
2015,Overseas,200
2015,Overseas,800
2015,Overseas,1600
2015,Canada,49100
2015,Canada,700
2015,Canada,3100
2015,Canada,200
2015,United States,200
2015,United States,400
2015,United States,100
2015,United States,0
2015,United States,0
2015,United States,0
2015,United States,0
2015,United States,0
2015,United States,0
2015,United States,0
2015,Overseas,0
2015,Canada,7900
2015,Canada,1900
2015,Canada,9600
2015,Canada,2800
2015,United States,200
2015,United States,500
2015,United States,300
2015,United States,100
2015,United States,300
2015,United States,100
2015,United States,200
2015,United States,100
2015,United States,200
2015,Overseas,400
2015,Overseas,100
2015,Overseas,400
2015,Overseas,500
2015,Canada,44300
2015,Canada,800
2015,Canada,2200
2015,Canada,100
2015,Overseas,1800
2015,United States,200
2015,United States,300
2015,United States,200
2015,United States,0
2015,United States,0
2015,United States,100
2015,United States,0
2015,United States,0
2015,United States,0
2015,United States,0
2015,Overseas,0
2015,Canada,7700
2015,Canada,2700
2015,Canada,14800
2015,Canada,4000
2015,United States,300
2015,United States,300
2015,United States,200
2015,United States,0
2015,United States,300
2015,United States,100
2015,United States,100
2015,United States,100
2015,United States,400
2015,Overseas,400
2015,Overseas,100
2015,Overseas,700
2015,Overseas,900
2015,Canada,58600
2015,Canada,900
2015,Canada,3600
2015,Canada,200
2015,United States,300
2015,United States,500
2015,United States,200
2015,United States,0
2015,United States,0
2015,United States,100
2015,United States,0
2015,United States,0
2015,United States,0
2015,United States,0
2015,Overseas,0
2015,Canada,10600
2015,Canada,3700
2015,Canada,14300
2015,Canada,4300
2015,United States,400
2015,United States,800
2015,United States,300
2015,United States,100
2015,United States,900
2015,United States,200
2015,United States,200
2015,United States,100
2015,United States,300
2015,Overseas,700
2015,Overseas,200
2015,Overseas,1000
2015,Overseas,800
2015,Canada,66700
2015,Canada,2000
2015,Canada,9300
2015,Canada,400
2015,United States,400
2015,United States,1300
2015,United States,400
2015,United States,100
2015,United States,0
2015,United States,200
2015,United States,0
2015,United States,0
2015,United States,100
2015,United States,100
2015,Overseas,0
2015,Canada,6600
2015,Canada,2900
2015,Canada,16100
2015,Canada,11700
2015,United States,500
2015,United States,700
2015,United States,300
2015,United States,200
2015,United States,1200
2015,United States,200
2015,United States,400
2015,United States,400
2015,United States,400
2015,Overseas,1500
2015,Overseas,200
2015,Overseas,900
2015,Overseas,1200
2015,Canada,83500
2015,Canada,2900
2015,Canada,13800
2015,Canada,1500
2015,United States,800
2015,United States,2100
2015,United States,800
2015,United States,300
2015,United States,100
2015,United States,700
2015,United States,100
2015,United States,100
2015,United States,200
2015,United States,200
2015,Overseas,100
2015,Canada,6800
2015,Canada,3300
2015,Canada,17000
2015,Canada,10000
2015,United States,800
2015,United States,1200
2015,United States,600
2015,United States,300
2015,United States,1400
2015,United States,600
2015,United States,700
2015,United States,500
2015,United States,900
2015,Overseas,5500
2015,Overseas,1500
2015,Overseas,1900
2015,Overseas,1800
2015,Canada,84100
2015,Canada,6100
2015,Canada,28100
2015,Canada,3300
2015,United States,1600
2015,United States,5900
2015,United States,2400
2015,United States,1500
2015,United States,400
2015,United States,2400
2015,United States,200
2015,United States,500
2015,United States,600
2015,United States,600
2015,Canada,9000
2015,Canada,3800
2015,Canada,23800
2015,Canada,18700
2015,United States,1000
2015,United States,2400
2015,United States,1600
2015,United States,500
2015,United States,3400
2015,United States,500
2015,United States,900
2015,United States,600
2015,United States,1900
2015,Overseas,5200
2015,Overseas,1800
2015,Overseas,3700
2015,Overseas,3200
2015,Canada,128300
2015,Canada,19800
2015,Canada,75400
2015,Canada,6600
2015,United States,3100
2015,United States,11400
2015,United States,5500
2015,United States,2500
2015,United States,700
2015,United States,4700
2015,United States,500
2015,United States,700
2015,United States,800
2015,United States,1000
2015,Overseas,700
2015,Canada,7700
2015,Canada,4300
2015,Canada,34300
2015,Canada,27000
2015,United States,1200
2015,United States,2900
2015,United States,1700
2015,United States,700
2015,United States,3800
2015,United States,800
2015,United States,1400
2015,United States,1000
2015,United States,2400
2015,Overseas,4600
2015,Overseas,4000
2015,Overseas,4100
2015,Canada,131000
2015,Canada,19300
2015,Canada,78500
2015,Canada,6700
2015,United States,2900
2015,United States,12300
2015,United States,5900
2015,United States,2200
2015,United States,700
2015,United States,3900
2015,United States,600
2015,United States,600
2015,United States,900
2015,United States,900
2015,Overseas,600
2015,Canada,8600
2015,Canada,3500
2015,Canada,23700
2015,Canada,16800
2015,United States,800
2015,United States,1800
2015,United States,1200
2015,United States,600
2015,United States,2500
2015,United States,400
2015,United States,900
2015,United States,900
2015,United States,1800
2015,Overseas,4500
2015,Overseas,1300
2015,Overseas,2600
2015,Overseas,2800
2015,Canada,84800
2015,Canada,5000
2015,Canada,29100
2015,Canada,4400
2015,United States,1700
2015,United States,6300
2015,United States,2800
2015,United States,2000
2015,United States,400
2015,United States,2200
2015,United States,200
2015,United States,400
2015,United States,800
2015,United States,800
2015,Overseas,500
2015,Canada,9500
2015,Canada,3500
2015,Canada,19700
2015,Canada,14200
2015,United States,700
2015,United States,1200
2015,United States,800
2015,United States,400
2015,United States,1600
2015,United States,300
2015,United States,600
2015,United States,500
2015,United States,1300
2015,Overseas,3400
2015,Overseas,1400
2015,Overseas,2200
2015,Overseas,2300
2015,Canada,84000
2015,Canada,2400
2015,Canada,13900
2015,Canada,2000
2015,United States,900
2015,United States,2700
2015,United States,1200
2015,United States,900
2015,United States,200
2015,United States,800
2015,United States,100
2015,United States,200
2015,United States,300
2015,United States,300
2015,Overseas,200
2015,Canada,9300
2015,Canada,2800
2015,Canada,14200
2015,Canada,5200
2015,United States,300
2015,United States,500
2015,United States,400
2015,United States,100
2015,United States,700
2015,United States,100
2015,United States,300
2015,United States,300
2015,United States,400
2015,Overseas,1600
2015,Overseas,200
2015,Overseas,600
2015,Overseas,1100
2015,Canada,73900
2015,Canada,1800
2015,Canada,8400
2015,Canada,400
2015,United States,500
2015,United States,1200
2015,United States,500
2015,United States,100
2015,United States,0
2015,United States,200
2015,United States,0
2015,United States,0
2015,United States,100
2015,United States,100
2015,Overseas,0
2015,Canada,6500
2015,Canada,1600
2015,Canada,13300
2015,Canada,5300
2015,United States,500
2015,United States,800
2015,United States,400
2015,United States,300
2015,United States,1000
2015,United States,200
2015,United States,300
2015,United States,300
2015,United States,500
2015,Overseas,900
2015,Overseas,200
2015,Overseas,400
2015,Overseas,700
2015,Canada,66800
2015,Canada,1400
2015,Canada,7100
2015,Canada,400
2015,United States,300
2015,United States,1000
2015,United States,300
2015,United States,100
2016,Overseas,200
2015,United States,0
2015,United States,200
2015,United States,0
2015,United States,0
2015,United States,0
2015,United States,0
2015,Overseas,0
2016,Canada,6600
2016,Canada,2800
2016,Canada,11900
2016,Canada,5900
2016,United States,400
2016,United States,400
2016,United States,200
2016,United States,100
2016,United States,900
2016,United States,100
2016,United States,300
2016,United States,300
2016,United States,400
2016,Overseas,1300
2016,Overseas,200
2016,Overseas,1000
2016,Overseas,1400
2016,Canada,62800
2016,Canada,800
2016,Canada,4400
2016,Canada,300
2016,United States,200
2016,United States,700
2016,United States,100
2016,United States,100
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,0
2016,Overseas,0
2016,Canada,8000
2016,Canada,2200
2016,Canada,9900
2016,Canada,3200
2016,United States,200
2016,United States,500
2016,United States,200
2016,United States,0
2016,United States,400
2016,United States,100
2016,United States,300
2016,United States,300
2016,United States,200
2016,Overseas,700
2016,Overseas,500
2016,Overseas,700
2016,Overseas,400
2016,Canada,58100
2016,Canada,900
2016,Canada,3900
2016,Canada,200
2016,United States,200
2016,United States,600
2016,United States,200
2016,United States,100
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,0
2016,Overseas,0
2016,Canada,8500
2016,Canada,1100
2016,Canada,10800
2016,Canada,4500
2016,United States,500
2016,United States,300
2016,United States,200
2016,United States,100
2016,United States,400
2016,United States,0
2016,United States,400
2016,United States,100
2016,United States,100
2016,Overseas,500
2016,Overseas,200
2016,Overseas,500
2016,Overseas,500
2016,Canada,66800
2016,Canada,1300
2016,Canada,5900
2016,Canada,500
2016,United States,400
2016,United States,800
2016,United States,200
2016,United States,100
2016,United States,100
2016,United States,200
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,0
2016,Overseas,0
2016,Canada,9100
2016,Canada,3200
2016,Canada,14500
2016,Canada,6100
2016,United States,400
2016,United States,700
2016,United States,300
2016,United States,100
2016,United States,700
2016,United States,200
2016,United States,200
2016,United States,200
2016,United States,400
2016,Overseas,1200
2016,Overseas,300
2016,Overseas,1000
2016,Overseas,600
2016,Canada,73400
2016,Canada,1700
2016,Canada,9500
2016,Canada,300
2016,United States,500
2016,United States,1400
2016,United States,400
2016,United States,100
2016,United States,0
2016,United States,200
2016,United States,0
2016,United States,0
2016,United States,100
2016,United States,100
2016,Overseas,0
2016,Canada,8900
2016,Canada,3000
2016,Canada,18300
2016,Canada,10200
2016,United States,500
2016,United States,900
2016,United States,400
2016,United States,200
2016,United States,1100
2016,United States,200
2016,United States,300
2016,United States,300
2016,United States,600
2016,Overseas,1700
2016,Overseas,500
2016,Overseas,1100
2016,Overseas,1600
2016,Canada,80600
2016,Canada,3300
2016,Canada,13700
2016,Canada,2100
2016,United States,700
2016,United States,1700
2016,United States,800
2016,United States,300
2016,United States,100
2016,United States,600
2016,United States,0
2016,United States,100
2016,United States,200
2016,United States,200
2016,Overseas,100
2016,Canada,7300
2016,Canada,3000
2016,Canada,21300
2016,Canada,12900
2016,United States,1700
2016,United States,1900
2016,United States,1300
2016,United States,500
2016,United States,2700
2016,United States,900
2016,United States,900
2016,United States,500
2016,United States,1300
2016,Overseas,2100
2016,Overseas,900
2016,Overseas,1500
2016,Overseas,1900
2016,Canada,88400
2016,Canada,7800
2016,Canada,27700
2016,Canada,3500
2016,United States,1500
2016,United States,5000
2016,United States,2500
2016,United States,1600
2016,United States,400
2016,United States,2600
2016,United States,200
2016,United States,400
2016,United States,500
2016,United States,600
2016,Overseas,300
2016,Canada,8000
2016,Canada,2600
2016,Canada,24500
2016,Canada,19400
2016,United States,2200
2016,United States,2400
2016,United States,2400
2016,United States,600
2016,United States,5800
2016,United States,600
2016,United States,2000
2016,United States,1500
2016,United States,2000
2016,Overseas,4000
2016,Overseas,2100
2016,Overseas,2800
2016,Overseas,4600
2016,Canada,133200
2016,Canada,23900
2016,Canada,84500
2016,Canada,7500
2016,United States,2700
2016,United States,10900
2016,United States,5700
2016,United States,2700
2016,United States,700
2016,United States,4500
2016,United States,400
2016,United States,800
2016,United States,1000
2016,United States,1000
2016,Canada,10500
2016,Canada,2700
2016,Canada,43000
2016,Canada,31200
2016,United States,2600
2016,United States,3800
2016,United States,2300
2016,United States,500
2016,United States,5600
2016,United States,700
2016,United States,2400
2016,United States,1700
2016,United States,3400
2016,Overseas,5400
2016,Overseas,1700
2016,Overseas,4400
2016,Overseas,3100
2016,Canada,131000
2016,Canada,23000
2016,Canada,86600
2016,Canada,7400
2016,United States,2800
2016,United States,10900
2016,United States,5700
2016,United States,2300
2016,United States,600
2016,United States,4100
2016,United States,400
2016,United States,600
2016,United States,1000
2016,United States,1000
2016,Overseas,200
2016,Overseas,2900
2016,Canada,35500
2016,United States,2500
2016,United States,1000
2016,United States,400
2016,Canada,7000
2016,United States,500
2016,Canada,3200
2016,Overseas,200
2016,Canada,23700
2016,United States,2400
2016,United States,200
2016,Canada,19600
2016,United States,1500
2016,Canada,10700
2016,United States,1700
2016,United States,2200
2016,Overseas,5300
2016,Overseas,1600
2016,Overseas,3600
2016,United States,1100
2016,United States,1000
2016,Canada,5200
2016,United States,500
2016,United States,900
2016,United States,5900
2016,United States,200
2016,United States,3600
2016,Canada,87300
2016,United States,1900
2016,United States,4700
2016,United States,1700
2016,Canada,2000
2016,United States,2300
2016,United States,1000
2016,United States,1400
2016,United States,200
2016,United States,1600
2016,Canada,17700
2016,Overseas,1800
2016,Overseas,100
2016,United States,700
2016,Overseas,3900
2016,United States,2600
2016,United States,1200
2016,Canada,2400
2016,United States,800
2016,Canada,3800
2016,United States,1500
2016,Canada,81100
2016,United States,1400
2016,Overseas,2600
2016,United States,300
2016,Canada,11000
2016,Canada,22800
2016,Overseas,2800
2016,United States,100
2016,United States,300
2016,United States,700
2016,United States,400
2016,Canada,12400
2016,United States,200
2016,United States,1400
2016,United States,1600
2016,Canada,8800
2016,Canada,6600
2016,United States,0
2016,United States,500
2016,United States,500
2016,Canada,17200
2016,Canada,74500
2016,United States,300
2016,Overseas,300
2016,Canada,3000
2016,United States,1300
2016,United States,0
2016,Canada,1400
2016,Overseas,0
2016,Canada,400
2016,Overseas,1200
2016,Canada,400
2016,Overseas,600
2016,Canada,7400
2016,United States,1500
2016,United States,600
2016,United States,300
2016,United States,300
2016,United States,800
2016,United States,700
2016,United States,100
2016,United States,100
2016,United States,0
2016,United States,0
2016,United States,600
2016,United States,400
2016,Overseas,0
2016,Canada,69900
2016,Canada,11600
2016,Canada,7000
2016,United States,0
2016,United States,0
2016,United States,0
2016,United States,100
2016,United States,300
2016,United States,500
2016,Canada,1900
2016,United States,100
2016,Canada,6300
2016,Canada,2300
2016,United States,800
2016,Canada,19200
2016,Overseas,1100
2016,United States,200
2016,Overseas,1600
2016,United States,200
2016,United States,100
2016,United States,400
2016,Overseas,700
2016,United States,0
2016,United States,100
2016,United States,100
2016,United States,0
2016,Overseas,200
2016,Overseas,500
2016,United States,300
2016,United States,100
2016,United States,1000
2016,United States,100
2017,United States,0
2017,Canada,16200
2017,United States,400
2017,United States,0
2017,United States,100
2017,Canada,9800
2017,United States,200
2017,Canada,5800
2017,Overseas,0
2017,Overseas,600
2017,United States,1000
2017,Canada,63600
2017,United States,200
2017,Canada,74300
2017,United States,0
2017,United States,0
2017,Canada,74400
2017,Canada,200
2017,Overseas,1700
2017,Canada,1000
2017,Canada,2300
2017,United States,100
2017,United States,0
2017,United States,600
2017,Overseas,600
2017,United States,100
2017,United States,500
2017,Canada,1400
2017,Canada,56400
2017,United States,300
2017,United States,300
2017,United States,0
2017,Canada,400
2017,United States,700
2017,United States,200
2017,Overseas,1100
2017,Canada,6000
2017,United States,100
2017,Overseas,0
2017,United States,0
2017,United States,0
2017,United States,0
2017,United States,200
2017,Overseas,200
2017,United States,300
2017,United States,300
2017,Overseas,0
2017,United States,0
2017,United States,0
2017,Canada,2100
2017,Canada,10500
2017,United States,0
2017,United States,200
2017,Overseas,1500
2017,United States,300
2017,Canada,1500
2017,Canada,200
2017,Overseas,0
2017,Canada,4900
2017,United States,600
2017,Canada,9900
2017,United States,2000
2017,United States,0
2017,United States,0
2017,United States,600
2017,United States,200
2017,United States,300
2017,United States,0
2017,United States,100
2017,United States,100
2017,Canada,1800
2017,Canada,5500
2017,United States,0
2017,United States,0
2017,Canada,5700
2017,United States,100
2017,United States,1100
2017,United States,400
2017,United States,0
2017,Canada,2100
2017,United States,200
2017,Overseas,300
2017,United States,500
2017,Overseas,500
2017,United States,700
2017,Canada,2300
2017,United States,700
2017,United States,0
2017,United States,0
2017,Canada,8000
2017,United States,0
2017,Canada,15700
2017,United States,100
2017,Canada,3700
2017,United States,200
2017,Overseas,500
2017,United States,0
2017,Canada,500
2017,United States,0
2017,United States,100
2017,United States,400
2017,United States,0
2017,United States,500
2017,United States,0
2017,United States,300
2017,United States,0
2017,Canada,11500
2017,Overseas,100
2017,United States,400
2017,United States,200
2017,United States,0
2017,United States,200
2017,Overseas,900
2017,United States,500
2018,Canada,1000
2017,United States,700
2017,Overseas,900
2017,Canada,14400
2017,United States,100
2017,Overseas,400
2017,Canada,3300
2017,Canada,3500
2017,United States,0
2017,United States,0
2017,Overseas,400
2017,Overseas,0
2017,United States,0
2017,Overseas,700
2017,United States,0
2017,Overseas,900
2017,United States,1100
2017,Canada,3300
2017,United States,200
2017,Overseas,200
2017,United States,2500
2017,United States,800
2017,Canada,12500
2017,Overseas,1900
2017,Overseas,1100
2017,United States,100
2017,Canada,8800
2017,Canada,91300
2017,United States,1600
2017,United States,400
2017,Canada,1500
2017,United States,200
2017,United States,600
2017,United States,1000
2017,Overseas,300
2017,United States,200
2017,Canada,19600
2017,United States,1100
2017,Canada,3900
2017,United States,1100
2017,United States,100
2017,United States,200
2017,United States,400
2017,United States,400
2017,United States,100
2017,Canada,17600
2017,United States,400
2017,United States,500
2017,United States,1800
2017,United States,600
2017,Canada,7500
2017,United States,2900
2017,Overseas,1200
2017,United States,900
2017,United States,300
2017,United States,1300
2017,Canada,26600
2017,Canada,93200
2017,Canada,3400
2017,Overseas,2600
2017,United States,500
2017,United States,1400
2017,Canada,7800
2017,United States,6100
2017,United States,1600
2017,Canada,31800
2017,United States,3000
2017,United States,500
2017,United States,2700
2017,Canada,15900
2017,United States,700
2017,Overseas,700
2017,United States,300
2017,United States,1400
2017,Overseas,3400
2017,Overseas,1300
2017,United States,1400
2017,Canada,3800
2017,United States,1100
2017,Overseas,2300
2017,Overseas,3400
2017,United States,1500
2017,United States,3000
2017,Overseas,5600
2017,United States,1000
2017,Canada,38700
2017,United States,500
2017,United States,4800
2017,United States,10700
2017,United States,4800
2017,Canada,8900
2017,United States,1100
2017,Canada,3200
2017,United States,2700
2017,Canada,25300
2017,United States,2800
2017,United States,1500
2017,Canada,9600
2017,Canada,91500
2017,United States,900
2017,Canada,24400
2017,United States,2300
2017,Overseas,4000
2017,United States,800
2017,United States,2400
2017,United States,2100
2017,Canada,130200
2017,United States,5400
2017,United States,1500
2017,United States,2600
2017,Overseas,0
2017,United States,5300
2017,United States,3000
2017,Overseas,
2017,United States,14200
2017,United States,3800
2017,United States,5900
2017,Overseas,6200
2017,Overseas,3300
2017,United States,1200
2017,Overseas,5800
2017,Canada,8600
2017,Overseas,5200
2017,United States,500
2017,United States,1400
2017,United States,2800
2017,United States,3000
2017,Canada,34000
2017,United States,6300
2017,United States,2100
2017,Canada,128600
2017,Canada,3700
2017,Canada,38100
2017,United States,500
2017,United States,1100
2017,Canada,8300
2017,Canada,109400
2017,United States,1600
2017,Canada,38400
2017,United States,2400
2017,United States,1200
2017,United States,2100
2017,United States,600
2017,United States,900
2017,United States,500
2017,United States,7100
2017,United States,1600
2017,Canada,2600
2017,United States,3200
2017,United States,1200
2017,Canada,32600
2017,Overseas,
2017,United States,1700
2017,United States,1000
2017,Canada,23300
2017,United States,500
2017,Overseas,2000
2017,United States,1100
2017,Overseas,2900
2017,United States,300
2017,United States,900
2017,Overseas,4000
2017,United States,4100
2017,Canada,87700
2017,Canada,10800
2017,United States,3400
2017,United States,2600
2017,United States,2100
2017,United States,1400
2017,Canada,6200
2017,Canada,37700
2017,Canada,7900
2017,Overseas,4900
2017,United States,2600
2017,United States,2200
2017,United States,700
2017,United States,200
2017,Canada,29400
2017,Overseas,1800
2017,Canada,5800
2017,United States,400
2017,United States,900
2017,United States,600
2017,United States,1300
2017,United States,1000
2017,Canada,82200
2017,United States,1200
2017,Canada,3600
2017,United States,1000
2017,United States,2000
2017,United States,400
2017,United States,1400
2017,United States,1100
2017,Canada,2600
2017,United States,200
2017,Overseas,
2017,United States,1400
2017,United States,300
2017,United States,2800
2017,Overseas,3600
2017,Canada,8900
2017,United States,3000
2017,Canada,17700
2017,Overseas,3900
2017,Canada,17100
2017,Overseas,1600
2017,United States,200
2017,United States,300
2017,United States,200
2017,United States,1200
2017,Canada,2100
2017,United States,1400
2017,United States,900
2017,United States,0
2017,Canada,12000
2017,Canada,16200
2017,Canada,6700
2017,Overseas,0
2017,Overseas,300
2017,Overseas,200
2017,Overseas,700
2018,Canada,87300
2017,United States,500
2017,United States,0
2017,United States,100
2017,Canada,4600
2017,United States,0
2017,United States,300
2017,United States,200
2017,United States,400
2017,United States,200
2017,United States,100
2017,United States,1100
2017,United States,300
2017,Overseas,1700
2017,United States,0
2017,Canada,400
2017,Canada,9500
2017,United States,0
2017,Canada,78000
2017,Canada,1500
2017,United States,1000
2017,Canada,8700
2017,United States,600
2017,United States,1000
2017,United States,0
2017,United States,100
2017,Canada,7200
2017,Canada,22100
2017,Canada,70600
2017,United States,0
2017,United States,0
2017,Overseas,900
2017,United States,0
2017,United States,0
2017,United States,400
2017,United States,0
2017,United States,300
2017,Overseas,1200
2017,Canada,11900
2017,Overseas,0
2017,United States,1200
2017,Canada,2300
2017,United States,0
2017,United States,600
2017,United States,600
2017,United States,0
2017,Overseas,100
2017,United States,400
2017,Overseas,1500
2017,Canada,300
2017,United States,800
2018,United States,
2018,Canada,1700
2018,Canada,7800
2018,United States,600
2018,United States,
2018,United States,
2018,United States,500
2018,Overseas,300
2018,Canada,14000
2018,United States,
2018,Canada,5700
2018,Canada,62100
2018,Canada,4100
2018,Canada,7000
2018,United States,300
2018,Overseas,1600
2018,Canada,62500
2018,United States,400
2018,Overseas,
2018,United States,
2018,United States,
2018,Canada,1900
2018,United States,
2018,United States,100
2018,United States,
2018,Canada,1100
2018,Overseas,500
2018,United States,200
2018,United States,200
2018,United States,200
2018,United States,200
2018,Overseas,200
2018,United States,
2018,United States,500
2018,United States,300
2018,United States,
2018,United States,
2018,United States,400
2018,United States,
2018,United States,
2018,United States,400
2018,United States,500
2018,Canada,10300
2018,Overseas,
2018,United States,200
2018,United States,
